time_scale,time_id,k,theta,mdd,med,dist90,log_like,iteration
season,SWM,-1.47738239371711,0.622056018296243,12.0560768152234,6.59,29.78,-28979.7768418707,821
annual,2012,-2.06145222691329,0.952259684145988,8.44808179488991,5.74,19.61,-50724.5251907436,822
annual,2013,-1.58295114517696,0.77556510520011,7.6204423932627,4.72,18.27,-181965.903042064,822
annual,2014,-0.678683957486228,0.628114106812594,5.26906432637087,2.9,13,-194533.40736034,822
interannual,2012-4,-1.22873658649836,0.704538878583116,6.67873935718257,3.93,16.23,-596026.475621834,822
season,NEM,-1.27714090743187,0.728881206350561,6.45515771615583,3.87,15.62,-562550.85627492,822
season,SWM,-1.39792638094968,0.60384262707205,12.2043321423858,6.55,30.25,-29033.5191638953,822
annual,2012,-2.04407169288993,0.943379668500549,8.4242949460216,5.7,19.58,-51306.4754247317,823
annual,2013,-1.51661873190156,0.753673128925359,7.59369496819356,4.63,18.28,-180575.766839741,823
annual,2014,-0.655097939073172,0.623623907920443,5.25776605215086,2.88,12.98,-194455.502795284,823
interannual,2012-4,-1.20885971738946,0.69950277635732,6.66606083215479,3.91,16.22,-595231.16940588,823
season,NEM,-1.25020301322143,0.721455199697088,6.43880646472298,3.84,15.6,-561699.748573065,823
season,SWM,-1.50191923448933,0.628603517815222,11.9744423872377,6.59,29.54,-29146.2385238722,823
annual,2012,-2.02403233192189,0.927913811051639,8.47670079693258,5.7,19.76,-49891.0562585609,824
annual,2013,-1.48611125896085,0.743123493128184,7.60486556006944,4.6,18.35,-179709.798974687,824
annual,2014,-0.668926128121511,0.626087404137141,5.26838547847747,2.89,13,-194184.513874489,824
interannual,2012-4,-1.18374294938567,0.692552960004841,6.66765563539398,3.89,16.24,-592208.647454488,824
season,NEM,-1.22777325361644,0.714896143943403,6.43663865115579,3.82,15.61,-558904.282386027,824
season,SWM,-1.43465782982831,0.612377765566821,12.1181788439189,6.56,29.99,-28932.4024916432,824
annual,2012,-2.06633771703086,0.951766014382905,8.49625082206255,5.77,19.72,-50257.802302963,825
annual,2013,-1.5221153981501,0.753560742844233,7.63810527326721,4.66,18.39,-179392.799242994,825
annual,2014,-0.710113200885946,0.633438965893431,5.30342420562038,2.93,13.07,-194705.684615117,825
interannual,2012-4,-1.22378402841086,0.702338980316467,6.69786612142131,3.93,16.29,-592233.240821385,825
season,NEM,-1.26736522690889,0.725146399226791,6.47077816682029,3.87,15.66,-558951.627071977,825
season,SWM,-1.49602823778639,0.62536280078849,12.0889013330969,6.63,29.84,-28904.7609446987,825
annual,2012,-2.042591367665,0.940147197888544,8.4573008889081,5.72,19.67,-50540.6993305235,826
annual,2013,-1.56179653952083,0.766735811647439,7.64811848590407,4.71,18.37,-180180.727454478,826
annual,2014,-0.711749558831444,0.634287828855639,5.29129834856273,2.93,13.04,-194929.257831949,826
interannual,2012-4,-1.2239062351498,0.702959013739392,6.68390915596602,3.93,16.25,-594307.891833402,826
season,NEM,-1.26941177599268,0.726230778607364,6.46101450948419,3.86,15.64,-560418.993435515,826
season,SWM,-1.42310391949931,0.612126583979916,11.994165907112,6.49,29.68,-29584.0114334469,826
annual,2012,-2.03166807942632,0.935956585285531,8.42470433125651,5.68,19.61,-50537.8425759035,827
annual,2013,-1.52267131415105,0.754327201358818,7.62495192295712,4.65,18.35,-180250.291887954,827
annual,2014,-0.688764763829919,0.630471659029543,5.26368202655295,2.9,12.98,-195496.842468393,827
interannual,2012-4,-1.20336071626891,0.697945059888931,6.66691657413033,3.9,16.23,-593136.784988866,827
season,NEM,-1.2484452660093,0.72103867172457,6.43642453939345,3.83,15.59,-560135.124076988,827
season,SWM,-1.39885271388118,0.600953456356414,12.4025714610886,6.63,30.76,-28471.8355410142,827
annual,2012,-2.08850205286053,0.968661549716076,8.45719054421539,5.79,19.58,-51119.5741855139,828
annual,2013,-1.58609626988038,0.775394077476133,7.64806485080493,4.73,18.33,-180744.050806554,828
annual,2014,-0.696416032671791,0.631690268698856,5.27397302792664,2.91,13,-194507.055638619,828
interannual,2012-4,-1.23395519707894,0.705645089059275,6.6875187965278,3.94,16.25,-594216.09883347,828
season,NEM,-1.27875795286987,0.72904526656246,6.46216612579123,3.87,15.63,-561526.658456385,828
season,SWM,-1.46596932740854,0.615911684052278,12.2843038701694,6.67,30.38,-28194.6179230398,828
annual,2012,-2.05827893998499,0.95000560444686,8.45221242267225,5.74,19.63,-50727.5232936035,829
annual,2013,-1.56348802643458,0.765247005341811,7.69370264639301,4.73,18.48,-177964.928823584,829
annual,2014,-0.681624344239577,0.627955201795446,5.2885564462243,2.91,13.05,-194071.59769357,829
interannual,2012-4,-1.20774972281951,0.697816247501134,6.69936840209746,3.92,16.3,-589718.022235952,829
season,NEM,-1.25408702395364,0.72108876297729,6.47175905797672,3.86,15.68,-556334.251826441,829
season,SWM,-1.35744016816845,0.59622838601712,12.2035460883801,6.49,30.29,-29090.6669354731,829
annual,2012,-2.06988136789736,0.957246293646965,8.45153261598447,5.76,19.6,-50833.5653978745,830
annual,2013,-1.53859935656018,0.760877138228566,7.59974342439587,4.66,18.27,-181191.347295232,830
annual,2014,-0.680742489691879,0.627984086658799,5.28317221356613,2.91,13.03,-194782.047686937,830
interannual,2012-4,-1.21978987758891,0.701778813566292,6.68451780464527,3.92,16.26,-592849.49277091,830
season,NEM,-1.2670641193179,0.725592000781227,6.45937217956036,3.86,15.64,-559502.97137033,830
season,SWM,-1.37944117984462,0.599517528424677,12.2571375613541,6.55,30.4,-28947.6200918811,830
annual,2012,-2.02413113801345,0.934088640270702,8.3880328127431,5.66,19.53,-51390.3217707946,831
annual,2013,-1.54445525925519,0.761846081569999,7.62292607613296,4.68,18.32,-180029.022250932,831
annual,2014,-0.68805346550028,0.629858300437188,5.27510193108776,2.91,13.01,-195296.253083021,831
interannual,2012-4,-1.20833015174924,0.699303196729217,6.66732515423635,3.91,16.22,-595602.265518997,831
season,NEM,-1.25513029806404,0.722902132084827,6.43959470576101,3.84,15.6,-562502.160399448,831
season,SWM,-1.42032734941513,0.606900086869597,12.2842539417324,6.61,30.43,-28605.7459507695,831
annual,2012,-2.04417612201139,0.943967326442881,8.41696604218339,5.7,19.56,-51132.255683158,832
annual,2013,-1.55998659601887,0.767282793266189,7.62241501852227,4.69,18.3,-181946.797549778,832
annual,2014,-0.683547891012145,0.629541185094993,5.25922372270676,2.9,12.97,-195624.930746849,832
interannual,2012-4,-1.20857902982944,0.699816206250896,6.65667415581777,3.9,16.19,-597695.721279345,832
season,NEM,-1.25930251248406,0.724692586234696,6.42840291162432,3.84,15.56,-564634.739915011,832
season,SWM,-1.32281921292819,0.583977960735917,12.6154896566653,6.62,31.38,-28422.0509531744,832
annual,2012,-2.06847998188368,0.952514320109616,8.50415531950803,5.78,19.74,-49945.2252409652,833
annual,2013,-1.55363393453516,0.766021456794709,7.60141272443766,4.68,18.26,-181332.529637819,833
annual,2014,-0.682977827298685,0.629440632078615,5.25871418030269,2.9,12.97,-194713.528804073,833
interannual,2012-4,-1.21413489251813,0.700777097361396,6.67069720752504,3.91,16.23,-594742.252233849,833
season,NEM,-1.25858023012247,0.723743992234139,6.44388255484052,3.85,15.6,-560977.67754394,833
season,SWM,-1.4301008664919,0.612646163621317,12.046772116041,6.52,29.81,-29366.8454477689,833
annual,2012,-2.06287041654025,0.950105104764041,8.48973316816418,5.76,19.71,-50142.2979260449,834
annual,2013,-1.48956537832082,0.74553021277352,7.5749366929648,4.59,18.26,-180635.835735332,834
annual,2014,-0.703691968311385,0.632702891489257,5.28750261944453,2.92,13.03,-194860.430232329,834
interannual,2012-4,-1.20534933927524,0.698288164965869,6.67189451661827,3.91,16.24,-593801.200049045,834
season,NEM,-1.25133349468952,0.721454616347329,6.44610205096436,3.84,15.62,-560250.128905434,834
season,SWM,-1.41772149314776,0.609656133973806,12.0802847400729,6.52,29.91,-29195.585868214,834
annual,2012,-2.03236746096265,0.938475110632486,8.39481154150053,5.67,19.53,-50654.6440986626,835
annual,2013,-1.56138520368207,0.766894809002835,7.64151284519565,4.7,18.35,-181011.983316202,835
annual,2014,-0.706337982409765,0.632934845084933,5.29580480570532,2.93,13.05,-193896.245208937,835
interannual,2012-4,-1.23230928772352,0.705134239652341,6.68855848857691,3.94,16.26,-593092.871209178,835
season,NEM,-1.28043527033751,0.729326935314549,6.46711018593127,3.88,15.64,-559744.177724392,835
season,SWM,-1.35385484081384,0.595338271668659,12.2185022472325,6.5,30.33,-28996.1441913315,835
annual,2012,-2.06228278263625,0.950567136811573,8.47836506646843,5.76,19.69,-50909.2442281321,836
annual,2013,-1.55899357783446,0.766816405018796,7.62496088838038,4.69,18.31,-180628.349307951,836
annual,2014,-0.718396416041402,0.636101280162609,5.2823380202264,2.93,13.01,-193659.469800361,836
interannual,2012-4,-1.22763612910853,0.704195388044996,6.67950913530695,3.93,16.24,-594428.603495749,836
season,NEM,-1.2712283260631,0.727233133860111,6.45159513948684,3.86,15.61,-560831.941754439,836
season,SWM,-1.47553523761242,0.620041983791044,12.1524043316011,6.63,30.03,-29099.4363203963,836
annual,2012,-2.05333759986269,0.950101510049895,8.40923587769563,5.71,19.53,-51325.8143918245,837
annual,2013,-1.58026138242668,0.773306928105921,7.64776209872513,4.73,18.34,-180164.76205678,837
annual,2014,-0.684127765243274,0.629179793913714,5.27123563163255,2.9,13,-193667.078642245,837
interannual,2012-4,-1.22287394857429,0.702915540997206,6.67804576026924,3.92,16.24,-593492.863842135,837
season,NEM,-1.2684077021938,0.726419867641482,6.45053767386576,3.86,15.61,-560173.124712843,837
season,SWM,-1.4331364857642,0.61026684509874,12.2298379592794,6.61,30.27,-28831.5858746551,837
annual,2012,-2.03563778036994,0.934375396556882,8.48096496948691,5.72,19.75,-49700.5736118687,838
annual,2013,-1.57032569534968,0.768940236024343,7.66552779482764,4.72,18.4,-180029.156926911,838
annual,2014,-0.68274383608614,0.629594985225524,5.25366690025268,2.89,12.96,-195064.537850962,838
interannual,2012-4,-1.21703721804125,0.700999131241715,6.68476388933249,3.92,16.26,-593603.93742169,838
season,NEM,-1.26169297852619,0.723944495016453,6.45969486590736,3.86,15.64,-560488.983522336,838
season,SWM,-1.44783852945496,0.615294773523801,12.1006875400165,6.57,29.93,-28764.0637193312,838
annual,2012,-2.09153147880991,0.96735274842531,8.50008578371885,5.81,19.68,-50707.2975221741,839
annual,2013,-1.63024889574541,0.790240876720202,7.67919457019713,4.8,18.36,-180299.884838745,839
annual,2014,-0.685953357114108,0.629599453355318,5.27044497383017,2.9,13,-194109.612588384,839
interannual,2012-4,-1.24627993949269,0.708556299812833,6.70172708310859,3.96,16.28,-593457.555458585,839
season,NEM,-1.28881873624715,0.731440306828576,6.47724151225918,3.89,15.66,-559882.010201461,839
season,SWM,-1.51733075662745,0.632190344801483,11.9576157421355,6.6,29.48,-29198.5256622178,839
annual,2012,-2.0673565737903,0.951522590449061,8.50827110996996,5.78,19.75,-50149.4829658339,840
annual,2013,-1.49932209183693,0.747849816357941,7.59530140791356,4.61,18.31,-180571.0961856,840
annual,2014,-0.706518133041793,0.633555434876973,5.28154277872159,2.92,13.02,-194980.93759649,840
interannual,2012-4,-1.20842120375824,0.699026381787262,6.67459289251942,3.91,16.24,-593357.969535453,840
season,NEM,-1.25618009325175,0.722924040895812,6.44589075181781,3.85,15.61,-560457.660853937,840
season,SWM,-1.41085292421555,0.603650109613933,12.3755628999107,6.64,30.67,-28381.351974936,840
annual,2012,-2.05291722656541,0.951771141808664,8.38291897617256,5.7,19.46,-51376.8778883657,841
annual,2013,-1.54282455614357,0.760675425810737,7.63639659717843,4.68,18.36,-180193.73105283,841
annual,2014,-0.693922751172305,0.631720713936574,5.26009290161536,2.9,12.97,-195237.58385259,841
interannual,2012-4,-1.23045082076593,0.705363449301929,6.67074306363909,3.93,16.21,-595541.868489329,841
season,NEM,-1.27354788974269,0.728131940091976,6.4476753891689,3.86,15.6,-561908.543737031,841
season,SWM,-1.47118480365293,0.622510493672717,11.9552398236916,6.54,29.53,-29253.8207464576,841
annual,2012,-2.0535474722036,0.946541652949005,8.46017118607628,5.74,19.66,-50450.0302894145,842
annual,2013,-1.50976757588405,0.749723293826797,7.63165314315511,4.64,18.39,-179506.327762316,842
annual,2014,-0.687976635014721,0.628818400071129,5.30058737050848,2.92,13.08,-194731.326733861,842
interannual,2012-4,-1.20338328586667,0.697058169911153,6.6885580278076,3.91,16.28,-591984.133584613,842
season,NEM,-1.24856449619466,0.720045943355008,6.45857151607142,3.85,15.65,-558634.349425728,842
season,SWM,-1.45383605063271,0.615479572886029,12.1622771545421,6.61,30.08,-28956.0194965883,842
annual,2012,-2.08518669793743,0.967101976072901,8.44961791523805,5.78,19.56,-51121.0225044055,843
annual,2013,-1.59032125739484,0.777814723063206,7.62937903067499,4.73,18.28,-181302.877049834,843
annual,2014,-0.727390265180611,0.637454174869492,5.29720033104483,2.94,13.04,-194720.143648744,843
interannual,2012-4,-1.26352620984165,0.713922682618798,6.69313627901222,3.97,16.24,-596087.453657018,843
season,NEM,-1.31120768338425,0.73883119989925,6.47035604052423,3.91,15.62,-563202.681214133,843
season,SWM,-1.45720631049768,0.612716761292185,12.3733696978738,6.7,30.62,-28267.403145043,843
annual,2012,-2.0257126908502,0.934136974661212,8.4006175615144,5.66,19.56,-51189.6995779534,844
annual,2013,-1.50982711560669,0.751778572471034,7.58509088162,4.62,18.27,-181003.533002299,844
annual,2014,-0.7128910435993,0.63512881856843,5.27684927985617,2.92,13,-195405.126502326,844
interannual,2012-4,-1.19560554915706,0.696270372500846,6.6557957768114,3.89,16.2,-595205.532215272,844
season,NEM,-1.24288039102935,0.719742286391364,6.4284960763514,3.83,15.58,-561927.707052693,844
season,SWM,-1.39495567886861,0.603483763278798,12.1909841317119,6.54,30.22,-28837.0910520934,844
annual,2012,-2.09066613396534,0.969230591091367,8.46805507403711,5.8,19.6,-51086.4425464754,845
annual,2013,-1.58732322446933,0.77729347050637,7.61744072837944,4.72,18.25,-182993.318820783,845
annual,2014,-0.729029285702273,0.63792196848499,5.29459680397231,2.94,13.04,-194814.487261068,845
interannual,2012-4,-1.23410690019524,0.70589480301918,6.68265450884104,3.94,16.24,-595549.894195269,845
season,NEM,-1.27874888359764,0.729298059444224,6.45681706824531,3.87,15.62,-562012.921255248,845
season,SWM,-1.47428435545748,0.620334304191697,12.1198913530652,6.62,29.94,-29059.1058652265,845
annual,2012,-2.04575335802279,0.94227994281519,8.4539174248852,5.72,19.66,-50804.6222581599,846
annual,2013,-1.49234938528627,0.7453376645734,7.60053447105356,4.61,18.33,-179720.684203919,846
annual,2014,-0.682877182862869,0.62885078213355,5.27282042830203,2.9,13.01,-194967.387792384,846
interannual,2012-4,-1.19598919212098,0.695657540800573,6.67325658594015,3.9,16.25,-593044.934963393,846
season,NEM,-1.24232689364795,0.718798070310775,6.44532527489932,3.83,15.62,-559509.880931663,846
season,SWM,-1.38757704527287,0.60265907036053,12.1537862571677,6.51,30.13,-29186.2756399281,846
annual,2012,-2.02536988011417,0.934697630787164,8.38972671912134,5.66,19.53,-50882.2525581372,847
annual,2013,-1.59870942394612,0.778476297665895,7.67970126645388,4.76,18.4,-179867.494588362,847
annual,2014,-0.73192702422479,0.637798887899114,5.31293691579273,2.95,13.08,-194571.718417641,847
interannual,2012-4,-1.24422742467433,0.707811981758662,6.70538576983394,3.96,16.29,-592412.119544553,847
season,NEM,-1.29362680524343,0.732544896091173,6.48543712319663,3.9,15.68,-558911.7320321,847
season,SWM,-1.38053076639929,0.601767034729257,12.1252118286218,6.49,30.06,-29195.076460311,847
annual,2012,-2.05572837838361,0.947527855383337,8.46491280749422,5.74,19.66,-50248.8201140337,848
annual,2013,-1.51367725206332,0.751585282501956,7.61876308791103,4.64,18.35,-179321.835174308,848
annual,2014,-0.699150209316571,0.632996112511938,5.25638145893107,2.91,12.96,-196812.081501846,848
interannual,2012-4,-1.19897154694082,0.697228245910418,6.65500102317255,3.89,16.2,-595209.702999301,848
season,NEM,-1.24657363445825,0.720833233915064,6.42879276565719,3.83,15.58,-561568.580649851,848
season,SWM,-1.33582474710538,0.592404333338952,12.193518783121,6.46,30.28,-29237.4814105286,848
annual,2012,-2.04897174221923,0.943662560992029,8.46170243811027,5.73,19.67,-50480.3495924884,849
annual,2013,-1.52942950391744,0.757067922283094,7.61470820638763,4.66,18.32,-180026.315466283,849
annual,2014,-0.707029633067077,0.633272978945771,5.29116392534057,2.93,13.04,-196021.431383695,849
interannual,2012-4,-1.21576093861976,0.700807864371294,6.68081586344874,3.92,16.25,-593748.421330176,849
season,NEM,-1.26321344274695,0.724547482890866,6.45667685218652,3.86,15.63,-560511.677017317,849
season,SWM,-1.39231846623145,0.603749553227739,12.1419871005003,6.51,30.09,-28887.1835267491,849
annual,2012,-2.06008254796013,0.949062410963462,8.48051367886549,5.76,19.7,-49971.3316111273,850
annual,2013,-1.53611773684434,0.758490169703635,7.63386943639705,4.67,18.36,-179656.732093822,850
annual,2014,-0.652146174051303,0.623677575625836,5.24091405515283,2.87,12.94,-195467.03035599,850
interannual,2012-4,-1.20075362620412,0.697193188045701,6.6677204168547,3.9,16.23,-593274.869174481,850
season,NEM,-1.24342483110981,0.719570282678994,6.43570483030138,3.83,15.6,-559773.59942711,850
season,SWM,-1.49962576734726,0.626223104820643,12.0827210445453,6.63,29.82,-29022.5154851847,850
annual,2012,-2.03462574258142,0.933785958482359,8.48090032173294,5.72,19.75,-49989.6898636127,851
annual,2013,-1.51679916499437,0.75183880779624,7.63678110471485,4.65,18.39,-179364.472908457,851
annual,2014,-0.686664670206821,0.629984454584634,5.26466009539024,2.9,12.98,-195502.951424509,851
interannual,2012-4,-1.19467104262553,0.695087031512818,6.67838523686921,3.9,16.26,-591369.702595634,851
season,NEM,-1.24148896860939,0.718374657962988,6.44910424731836,3.83,15.63,-558006.784817366,851
season,SWM,-1.45172968533634,0.615780343745866,12.1185314755572,6.58,29.97,-28986.1126023495,851
annual,2012,-1.99554882966121,0.916389586848453,8.40773438371575,5.62,19.64,-51163.1364413664,852
annual,2013,-1.5602568129027,0.766949887182782,7.63169854704707,4.7,18.33,-180762.288339751,852
annual,2014,-0.687577328593055,0.62936177873359,5.28491872209685,2.91,13.04,-193960.477703068,852
interannual,2012-4,-1.20717539036852,0.698789730518533,6.67198051256446,3.91,16.24,-595788.912534137,852
season,NEM,-1.25233666765516,0.721819253783896,6.44474843262928,3.84,15.61,-562170.012694121,852
season,SWM,-1.44784953933482,0.615894602241207,12.0647439159556,6.56,29.83,-29226.4755911649,852
annual,2012,-2.03424235453664,0.936854109463469,8.43359585504652,5.69,19.63,-50663.8153311321,853
annual,2013,-1.52842977283615,0.756493381392987,7.619983753782,4.66,18.33,-181469.030755751,853
annual,2014,-0.678233182633067,0.627827945409237,5.27382996384981,2.9,13.01,-194979.043348228,853
interannual,2012-4,-1.19835502018612,0.696265456289545,6.67424047712316,3.9,16.25,-594635.416877692,853
season,NEM,-1.24279555943967,0.71893339767543,6.44541531785505,3.83,15.62,-560842.137976492,853
season,SWM,-1.42291835984995,0.611350564233843,12.0390936961996,6.51,29.8,-29444.0551889622,853
annual,2012,-2.06084028775436,0.950698289471944,8.46433762481217,5.75,19.65,-50613.1111724704,854
annual,2013,-1.50922724571496,0.750594323111226,7.60754108806163,4.63,18.33,-180143.072489924,854
annual,2014,-0.712477592128326,0.634396936234062,5.29248610772593,2.93,13.04,-194766.841483128,854
interannual,2012-4,-1.21652277202255,0.701102447694752,6.67885358887822,3.92,16.24,-593642.079926195,854
season,NEM,-1.26084374987503,0.724168126981042,6.44945187031807,3.85,15.62,-560218.914966654,854
season,SWM,-1.44597599951441,0.613122844488259,12.2102114113937,6.62,30.21,-28936.2894104748,854
annual,2012,-2.08229214233167,0.96546674868998,8.44669038142224,5.77,19.56,-51361.5355681474,855
annual,2013,-1.52556972921754,0.75553470878171,7.619763335468,4.65,18.34,-180034.366667644,855
annual,2014,-0.708550787192695,0.634081803022145,5.27942075211984,2.92,13.01,-195333.723312167,855
interannual,2012-4,-1.22145418553882,0.702670126203837,6.67439918055661,3.92,16.23,-595023.561509558,855
season,NEM,-1.26244460644924,0.724802307207981,6.44630539253142,3.85,15.61,-561589.79556364,855
season,SWM,-1.49669978488897,0.626428559487005,12.0356281976379,6.61,29.7,-28995.3209733054,855
annual,2012,-2.07823097768507,0.958581045179279,8.50427687895016,5.8,19.72,-50443.6408319665,856
annual,2013,-1.58399354199113,0.774109214380039,7.65924023159554,4.74,18.37,-179915.237639004,856
annual,2014,-0.679459698062338,0.627760826199774,5.28198176471434,2.9,13.03,-193764.092319039,856
interannual,2012-4,-1.25051533337602,0.70970484090484,6.70333333793894,3.96,16.28,-593881.616569574,856
season,NEM,-1.2946436073058,0.733141182259724,6.47966483505411,3.9,15.66,-560948.128865153,856
season,SWM,-1.46652091991035,0.617032253137473,12.2229573984465,6.65,30.22,-28487.3997755414,856
annual,2012,-2.06273779516126,0.950686347814168,8.48057874782826,5.76,19.69,-50579.8250470316,857
annual,2013,-1.58439130243665,0.775158764669818,7.64001114236266,4.73,18.32,-181165.803946429,857
annual,2014,-0.695728855241846,0.631257849341955,5.28100048985687,2.91,13.02,-194776.84568688,857
interannual,2012-4,-1.2381731764102,0.706734663289398,6.69010732593881,3.94,16.25,-594904.080417304,857
season,NEM,-1.28105510933642,0.729553108446654,6.46638429600251,3.88,15.64,-561159.780611287,857
season,SWM,-1.50527714793993,0.630688926050295,11.8974630709812,6.56,29.34,-29400.7901630357,857
annual,2012,-2.07289738516776,0.954568932504128,8.51352846759623,5.79,19.75,-49890.5205139744,858
annual,2013,-1.51934772349504,0.752331036140478,7.64499773015071,4.66,18.41,-179206.945828598,858
annual,2014,-0.714434939122407,0.635503297589029,5.27591094948408,2.92,13,-196044.168936116,858
interannual,2012-4,-1.22150757637835,0.702186478788262,6.68627161362181,3.93,16.26,-592907.704282903,858
season,NEM,-1.26160773481292,0.72409742741096,6.45588610196643,3.86,15.63,-559720.822251168,858
season,SWM,-1.50899239940698,0.628227422821727,12.0808938093383,6.65,29.8,-28738.5399825512,858
annual,2012,-2.0497690131271,0.943083525409697,8.47659590289359,5.74,19.71,-50178.8171201994,859
annual,2013,-1.53681518577672,0.758790607875607,7.63248077332572,4.67,18.36,-180503.948572207,859
annual,2014,-0.685633610228374,0.629859107683351,5.26233241956058,2.9,12.98,-195501.820804661,859
interannual,2012-4,-1.20333679893251,0.697904541213681,6.66773589730092,3.9,16.23,-594683.893518871,859
season,NEM,-1.25106717641534,0.721606582698481,6.44112683392788,3.84,15.6,-561653.960273891,859
season,SWM,-1.37130114653426,0.597303006165162,12.3025221592562,6.55,30.53,-28583.9354644916,859
annual,2012,-2.04124478704869,0.940046643482716,8.44734314583948,5.71,19.65,-49849.3283207376,860
annual,2013,-1.54897352684333,0.762506704679845,7.64282966075372,4.69,18.37,-179415.680668388,860
annual,2014,-0.657879240041308,0.623321540721703,5.28010108013787,2.89,13.04,-194070.292644898,860
interannual,2012-4,-1.20415455536065,0.697786176533455,6.67605394196642,3.91,16.25,-592748.246304592,860
season,NEM,-1.25006145648991,0.721041546993933,6.44677363538962,3.84,15.62,-559768.013549044,860
season,SWM,-1.44236371217062,0.611055275421575,12.2938740561282,6.65,30.43,-28505.6331637516,860
annual,2012,-2.08140789503552,0.96139772622096,8.49332557397496,5.8,19.68,-50707.1440887344,861
annual,2013,-1.50788644463369,0.750804536873583,7.59254664449995,4.62,18.29,-181180.135283799,861
annual,2014,-0.733109858098743,0.63864940066584,5.29870277529253,2.94,13.05,-194924.759473637,861
interannual,2012-4,-1.21889129797614,0.70190388117407,6.67553116997605,3.92,16.23,-594314.612391088,861
season,NEM,-1.26141511715231,0.72436653236494,6.44891893050055,3.85,15.61,-561111.448616224,861
season,SWM,-1.50088072447788,0.626954145399844,12.0558619903861,6.62,29.75,-28784.7300665749,861
annual,2012,-2.07333706755567,0.955615421937207,8.50296159909302,5.79,19.73,-50222.3134928941,862
annual,2013,-1.51090215847816,0.752397396354165,7.57919925524286,4.62,18.25,-181132.433148541,862
annual,2014,-0.690088539720915,0.630692322889536,5.26520828532656,2.9,12.98,-195592.354133103,862
interannual,2012-4,-1.21226446155914,0.700573980780457,6.66308459557135,3.91,16.21,-596507.734936517,862
season,NEM,-1.25773065303749,0.723899000942554,6.43511622420395,3.84,15.58,-563754.817487552,862
season,SWM,-1.44395707891282,0.610128748757135,12.3715822999799,6.68,30.63,-28182.223566515,862
annual,2012,-2.06203555683178,0.95257276432053,8.44872801469124,5.74,19.61,-50911.3520986826,863
annual,2013,-1.58288780071801,0.773947819890167,7.6542088077781,4.73,18.35,-180463.984028981,863
annual,2014,-0.724606378276415,0.636384162726475,5.30836002807246,2.94,13.08,-192900.2252263,863
interannual,2012-4,-1.23129499424028,0.704722461875845,6.69150308549159,3.94,16.26,-593226.985455534,863
season,NEM,-1.27396966299582,0.727365971966695,6.46650336361579,3.87,15.65,-559405.43076391,863
season,SWM,-1.51464923602155,0.63237287670648,11.9154685523669,6.58,29.37,-29479.2541710318,863
annual,2012,-2.07559724515295,0.95914230861306,8.47434098161635,5.78,19.65,-50465.5520060536,864
annual,2013,-1.51973376164228,0.751901088098842,7.65779628948826,4.67,18.44,-178914.880189885,864
annual,2014,-0.676625020297384,0.627219984860665,5.28056038471263,2.9,13.03,-195034.776259711,864
interannual,2012-4,-1.19090325056845,0.693469660103252,6.69289848866463,3.9,16.3,-590384.211849957,864
season,NEM,-1.23766621892685,0.716733321463546,6.46019259570786,3.84,15.66,-557284.007822573,864
season,SWM,-1.42578198549168,0.608198886095603,12.2691799978793,6.61,30.38,-28696.6920849783,864
annual,2012,-2.02020917076583,0.92848279629637,8.43603435302206,5.67,19.66,-50440.6838292775,865
annual,2013,-1.56269766813325,0.767765108885246,7.6326433524436,4.7,18.32,-180850.584446646,865
annual,2014,-0.708357744235311,0.633693329730473,5.28789150798499,2.92,13.03,-195565.634454469,865
interannual,2012-4,-1.22589790480078,0.703515008485243,6.68401462057955,3.93,16.25,-593859.37485768,865
season,NEM,-1.27090634590392,0.726713653228871,6.46046658825954,3.87,15.63,-560018.036407042,865
season,SWM,-1.40755740164881,0.608990659261061,11.9988358190784,6.47,29.71,-29531.5386663076,865
annual,2012,-2.01699442538208,0.930501565920907,8.37970466288636,5.64,19.52,-51069.2985981165,866
annual,2013,-1.54418087836332,0.761002485232603,7.63949853078803,4.68,18.37,-180665.775589168,866
annual,2014,-0.728561929425078,0.637852210118114,5.29380329838825,2.94,13.04,-195045.48679999,866
interannual,2012-4,-1.22580777097467,0.703388861175362,6.68640671361263,3.93,16.26,-594513.907227777,866
season,NEM,-1.26574649892655,0.725251857791537,6.45807421333067,3.86,15.63,-561155.266173972,866
season,SWM,-1.54449487805309,0.636589605917741,12.0399611377062,6.68,29.65,-28922.7800197037,866
annual,2012,-2.04015211981902,0.940254783908856,8.43517640668256,5.7,19.62,-50362.95042859,867
annual,2013,-1.55587737896411,0.764686533909942,7.6476418431967,4.7,18.37,-179826.159099527,867
annual,2014,-0.716023715419299,0.635526900795551,5.2837268870721,2.93,13.02,-195580.259041929,867
interannual,2012-4,-1.23684825000518,0.706497436104628,6.68681587278792,3.94,16.25,-595244.650904337,867
season,NEM,-1.28277889080996,0.729986047299894,6.46848001256834,3.88,15.64,-561704.354131479,867
season,SWM,-1.45465897582095,0.620062831713262,11.9001245517189,6.49,29.4,-29281.1632872007,867
annual,2012,-2.04068785000638,0.940845523025083,8.43135813872228,5.7,19.61,-50795.9800816817,868
annual,2013,-1.5414441310243,0.76023985385573,7.63553119115148,4.68,18.36,-180242.006028438,868
annual,2014,-0.703996319646842,0.63251766095053,5.29366719642485,2.92,13.05,-194179.886977515,868
